artist,link,track
Two Of Us,http://web.tiscali.it/5g589jk3798s452/0932%20-%20Two%20Of%20Us%20-%20Blue%20Night%20Shadow.jpg,Blue Night Shadow
Culture Beat,http://web.tiscali.it/5g589jk3798s453/0933%20-%20Culture%20Beat%20-%20Anything.jpg,Anything
Cappella,http://web.tiscali.it/5g589jk3798s454/0934%20-%20Cappella%20-%20Move%20On%20Baby.jpg,Move On Baby
D.J. Bobo,http://web.tiscali.it/5g589jk3798s455/0935%20-%20D.J.%20Bobo%20-%20Let%20The%20Dream%20Come%20True.jpg,Let The Dream Come True
Lighthouse Family,http://web.tiscali.it/5g589jk3798s456/0936%20-%20Lighthouse%20Family%20-%20High.jpg,High
Tom Jones & Mousse T.,http://web.tiscali.it/5g589jk3798s458/0937%20-%20Tom%20Jones%20&%20Mousse%20T.%20-%20Sex%20Bomb.jpg,Sex Bomb
Feargal Sharkey,http://web.tiscali.it/5g589jk3798s459/0938%20-%20Feargal%20Sharkey%20-%20A%20Good%20Heart.jpg,A Good Heart
Belinda Carlisle,http://web.tiscali.it/5g589jk3798s460/0939%20-%20Belinda%20Carlisle%20-%20Heaven%20Is%20A%20Place%20On%20Earth.jpg,Heaven Is A Place On Earth
Joey B Ellis & Tynetta Hare,http://web.tiscali.it/5g589jk3798s461/0940%20-%20Joey%20B%20Ellis%20&%20Tynetta%20Hare%20-%20Go%20For%20It%20%28aus%20%27%27Rocky%20.jpg,Go For It
Underdog Project,http://web.tiscali.it/5g589jk3798s462/0941%20-%20Underdog%20Project%20-%20Summer%20Jam.jpg,Summer Jam
Marianne Rosenberg,http://web.tiscali.it/5g589jk3798s463/0942%20-%20Marianne%20Rosenberg%20-%20Marleen.jpg,Marleen
Jive Bunny And The Mastermixers,http://web.tiscali.it/5g589jk3798s464/0943%20-%20Jive%20Bunny%20And%20The%20Mastermixers%20-%20That%27S%20What%20I%20Like.jpg,That'S What I Like
Rod Steward,http://web.tiscali.it/5g589jk3798s465/0944%20-%20Rod%20Steward%20-%20Rhythm%20Of%20My%20Heart.jpg,Rhythm Of My Heart
Felix,http://web.tiscali.it/5g589jk3798s466/0945%20-%20Felix%20-%20It%20Will%20Make%20Me%20Crazy.jpg,It Will Make Me Crazy
No Mercy,http://web.tiscali.it/5g589jk3798s468/0946%20-%20No%20Mercy%20-%20When%20I%20Die.jpg,When I Die
Laura,http://web.tiscali.it/5g589jk3798s469/0947%20-%20Laura%20-%20Immer%20Wieder.jpg,Immer Wieder
Spliff,http://web.tiscali.it/5g589jk3798s470/0948%20-%20Spliff%20-%20Carbonara.jpg,Carbonara
Trio,"http://web.tiscali.it/5g589jk3798s471/0949%20-%20Trio%20-%20Anna%20-%20lassmichrein,%20lassmichraus.jpg","lassmichrein, lassmichraus"
Klaus Lagenge Band,http://web.tiscali.it/5g589jk3798s472/0950%20-%20Klaus%20Lagenge%20Band%20-%201000%20Und%201%20Nacht.jpg,1000 Und 1 Nacht
Cappuccino,http://web.tiscali.it/5g589jk3798s473/0951%20-%20Cappuccino%20-%20Du%20Fehlst%20Mir.jpg,Du Fehlst Mir
Wham!,http://web.tiscali.it/5g589jk3798s474/0952%20-%20Wham%21%20-%20The%20Edge%20Of%20Heaven.jpg,The Edge Of Heaven
Jackie Wilson,http://web.tiscali.it/5g589jk3798s475/0953%20-%20Jackie%20Wilson%20-%20Reet%20Petite%20%28The%20Sweetest%20Girl%20In%20Tow.jpg,Reet Petite (The Sweetest Girl In Town)
Yello,http://web.tiscali.it/5g589jk3798s476/0954%20-%20Yello%20-%20The%20Race%20%28aus%20%27%27Formel%20Eins%27%27%29.jpg,The Race
Robert Miles,http://web.tiscali.it/5g589jk3798s477/0955%20-%20Robert%20Miles%20-%20One%20And%20One.jpg,One And One
Village People,http://web.tiscali.it/5g589jk3798s478/0956%20-%20Village%20People%20-%20In%20The%20Navy.jpg,In The Navy
Udo Lindenberg,http://web.tiscali.it/5g589jk3798s479/0957%20-%20Udo%20Lindenberg%20-%20Sonderzug%20Nach%20Pankow.jpg,Sonderzug Nach Pankow
Melanie Thornton,http://web.tiscali.it/5g589jk3798s480/0958%20-%20Melanie%20Thornton%20-%20Wunderful%20Dream.jpg,Wunderful Dream
Helen Schneider,http://web.tiscali.it/5g589jk3798s481/0959%20-%20Helen%20Schneider%20-%20Rock%27n%27%20Roll%20Gypsy.jpg,Rock'n' Roll Gypsy
Brandy & Monica,http://web.tiscali.it/5g589jk3798s482/0960%20-%20Brandy%20&%20Monica%20-%20The%20Boy%20Is%20Mine.jpg,The Boy Is Mine
Frank Zander,http://web.tiscali.it/5g589jk3798s483/0961%20-%20Frank%20Zander%20-%20Ich%20trink%27%20auf%20dein%20Wohl%20Marie.jpg,Ich trink' auf dein Wohl Marie
Elektric Light Orchestra,http://web.tiscali.it/5g589jk3798s484/0962%20-%20Elektric%20Light%20Orchestra%20-%20Don%27t%20Bring%20Me%20Down.jpg,Don't Bring Me Down
ABBA,http://web.tiscali.it/5g589jk3798s485/0963%20-%20ABBA%20-%20The%20Winner%20Takes%20It%20All.jpg,The Winner Takes It All
John Lennon,http://web.tiscali.it/5g589jk3798s486/0964%20-%20John%20Lennon%20-%20Woman.jpg,Woman
Roland Kaiser,http://web.tiscali.it/5g589jk3798s487/0965%20-%20Roland%20Kaiser%20-%20Dich%20Zu%20Lieben.jpg,Dich Zu Lieben
Clowns Und Helden,http://web.tiscali.it/5g589jk3798s488/0966%20-%20Clowns%20Und%20Helden%20-%20Ich%20Liebe%20Dich.jpg,Ich Liebe Dich
Eros Ramazzotti & Tina Turner,http://web.tiscali.it/5g589jk3798s489/0967%20-%20Eros%20Ramazzotti%20&%20Tina%20Turner%20-%20Cose%20della%20vita%20-%20Can.jpg,Can't Stop Thinking Of You
Nina & Mike,http://web.tiscali.it/5g589jk3798s490/0968%20-%20Nina%20&%20Mike%20-%20Fahrende%20Musikanten.jpg,Fahrende Musikanten
Kim Wilde,http://web.tiscali.it/5g589jk3798s491/0969%20-%20Kim%20Wilde%20-%20You%20Came.jpg,You Came
Pm Dawn,http://web.tiscali.it/5g589jk3798s492/0970%20-%20Pm%20Dawn%20-%20Set%20A%20Drift%20On%20Memory%20Bliss.jpg,Set A Drift On Memory Bliss
Offspring,http://web.tiscali.it/5g589jk3798s493/0971%20-%20Offspring%20-%20Selfesteem.jpg,Selfesteem
Love Message,http://web.tiscali.it/5g589jk3798s494/0972%20-%20Love%20Message%20-%20Love%20Message.jpg,Love Message
Sara @ Tic Tac Toe,http://web.tiscali.it/5g589jk3798s495/0973%20-%20Sara%20@%20Tic%20Tac%20Toe%20-%20Nie%20Wieder.jpg,Nie Wieder
Tony Christie,http://web.tiscali.it/5g589jk3798s496/0974%20-%20Tony%20Christie%20-%20I%20Did%20What%20I%20Did%20For%20Maria.jpg,I Did What I Did For Maria
Trio Rio,http://web.tiscali.it/5g589jk3798s497/0975%20-%20Trio%20Rio%20-%20New%20York%20-%20Rio%20-%20Tokyo.jpg,Tokyo
Ferry Aid,http://web.tiscali.it/5g589jk3798s498/0976%20-%20Ferry%20Aid%20-%20Let%20It%20Be.jpg,Let It Be
Yazz,http://web.tiscali.it/23479nf91mj8s01/0977%20-%20Yazz%20-%20The%20Only%20Way%20Is%20Up.jpg,The Only Way Is Up
Texas,http://web.tiscali.it/23479nf91mj8s02/0978%20-%20Texas%20-%20Summer%20Son.jpg,Summer Son
Aquagen,http://web.tiscali.it/23479nf91mj8s03/0979%20-%20Aquagen%20-%20Ihr%20Seid%20So%20Leise.jpg,Ihr Seid So Leise
Slade,http://web.tiscali.it/23479nf91mj8s04/0980%20-%20Slade%20-%20My%20Oh%20My.jpg,My Oh My
Inner City,http://web.tiscali.it/23479nf91mj8s05/0981%20-%20Inner%20City%20-%20Good%20Life.jpg,Good Life
D.J. Bobo,http://web.tiscali.it/23479nf91mj8s06/0982%20-%20D.J.%20Bobo%20-%20Pray.jpg,Pray
Brandy feat. Ray J.,http://web.tiscali.it/23479nf91mj8s07/0983%20-%20Brandy%20feat.%20Ray%20J.%20-%20Another%20Day%20In%20Paradise.jpg,Another Day In Paradise
Boney M,http://web.tiscali.it/23479nf91mj8s08/0984%20-%20Boney%20M%20-%20Felicidad%20%28Margherita%29.jpg,Felicidad (Margherita)
Raffaella Carra,http://web.tiscali.it/23479nf91mj8s09/0985%20-%20Raffaella%20Carra%20-%20A%20far%20l%27amore%20cominica%20tu%20%28Liebelei.jpg,A far l'amore cominica tu
Falco,http://web.tiscali.it/23479nf91mj8s10/0986%20-%20Falco%20-%20The%20Sound%20Of%20Music.jpg,The Sound Of Music
Telly Savalas,http://web.tiscali.it/23479nf91mj8s11/0987%20-%20Telly%20Savalas%20-%20If.jpg,If
Willem,http://web.tiscali.it/23479nf91mj8s12/0988%20-%20%20Willem%20-%20Tarzan%20Ist%20Wieder%20Da.jpg,Tarzan Ist Wieder Da
Kenny Loggins,http://web.tiscali.it/23479nf91mj8s13/0989%20-%20Kenny%20Loggins%20-%20Footloose%20%28aus%20%27%27Footloose%27%27%29.jpg,Footloose
Ray Parker Jr.,http://web.tiscali.it/23479nf91mj8s14/0990%20-%20Ray%20Parker%20Jr.%20-%20Ghostbusters%20%28aus%20%27%27Ghostbusters%27%27%29.jpg,Ghostbusters
Jason Donovan,http://web.tiscali.it/23479nf91mj8s15/0991%20-%20Jason%20Donovan%20-%20Sealed%20With%20A%20Kiss.jpg,Sealed With A Kiss
Prodigy,http://web.tiscali.it/23479nf91mj8s16/0992%20-%20Prodigy%20-%20No%20Good%20%28Start%20The%20Dance%29.jpg,No Good (Start The Dance)
DJ Quicksilver,http://web.tiscali.it/23479nf91mj8s18/0993%20-%20DJ%20Quicksilver%20-%20I%20Have%20A%20Dream%20-%20Bellissima.jpg,Bellissima
Scooter,http://web.tiscali.it/23479nf91mj8s19/0994%20-%20Scooter%20-%20Move%20Your%20Ass.jpg,Move Your Ass
Gloria Gaynor,"http://web.tiscali.it/23479nf91mj8s20/0995%20-%20Gloria%20Gaynor%20-%20Reach%20Out,%20I%27ll%20Be%20There.jpg","Reach Out, I'll Be There"
Olivia Newton,http://web.tiscali.it/23479nf91mj8s21/0996%20-%20Olivia%20Newton-John%20-%20Physical.jpg,Physical
Dexy's Midnight Runners,http://web.tiscali.it/23479nf91mj8s22/0997%20-%20Dexy%27s%20Midnight%20Runners%20-%20Come%20On%20Eileen.jpg,Come On Eileen
Les Humphries Singers,http://web.tiscali.it/23479nf91mj8s23/0998%20-%20Les%20Humphries%20Singers%20-%20We%20Are%20Goin%27%20Down%20Jordan.jpg,We Are Goin' Down Jordan
Enigma,http://web.tiscali.it/23479nf91mj8s24/0999%20-%20Enigma%20-%20Return%20To%20Innocence.jpg,Return To Innocence
Eiffel 65,http://web.tiscali.it/23479nf91mj8s25/1000%20-%20Eiffel%2065%20-%20Move%20Your%20Body.jpg,Move Your Body
